Version,Subject,Time Step,EnvirInFlow,EnvirOutFlow,UserInFlow,UserOutFlow,AmountInTank,Goal
Non Linear increase,t15,84,9.621,0.000,0.000,9.600,3.982,4.000
Non Linear increase,t15,85,9.647,0.000,0.000,9.620,4.009,4.000
Non Linear increase,t15,86,9.672,0.000,0.000,9.700,3.982,4.000
Non Linear increase,t15,87,9.698,0.000,0.000,9.700,3.979,4.000
Non Linear increase,t15,88,9.722,0.000,0.000,9.700,4.002,4.000
Non Linear increase,t15,89,9.747,0.000,0.000,9.750,3.998,4.000
Non Linear increase,t15,90,9.771,0.000,0.000,9.770,4.000,4.000
Non Linear increase,t15,91,9.795,0.000,0.000,9.800,3.995,4.000
Non Linear increase,t15,92,9.819,0.000,0.000,9.820,3.994,4.000
Non Linear increase,t15,93,9.842,0.000,0.000,9.840,3.996,4.000
Non Linear increase,t15,94,9.866,0.000,0.000,9.870,3.992,4.000
Non Linear increase,t15,95,9.889,0.000,0.000,9.890,3.990,4.000
Non Linear increase,t15,96,9.911,0.000,0.000,9.910,3.992,4.000
Non Linear increase,t15,97,9.934,0.000,0.000,9.940,3.986,4.000
Non Linear increase,t15,98,9.956,0.000,0.000,9.960,3.982,4.000
Non Linear increase,t15,99,9.978,0.000,0.000,9.960,4.000,4.000
Non Linear increase,t15,100,10.000,0.000,0.000,10.000,4.000,4.000
Non Linear increase,t21,1,0.000,0.000,2.000,1.000,3.000,4.000
Non Linear increase,t21,2,1.505,0.000,2.000,1.000,5.505,4.000
Non Linear increase,t21,3,2.386,0.000,1.000,1.500,7.391,4.000
Non Linear increase,t21,4,3.010,0.000,0.000,2.000,8.401,4.000
Non Linear increase,t21,5,3.495,0.000,0.000,2.000,9.896,4.000
Non Linear increase,t21,6,3.891,0.000,0.000,4.000,9.787,4.000
Non Linear increase,t21,7,4.225,0.000,0.000,6.000,8.012,4.000
Non Linear increase,t21,8,4.515,0.000,0.000,7.000,5.528,4.000
Non Linear increase,t21,9,4.771,0.000,0.000,7.000,3.299,4.000
Non Linear increase,t21,10,5.000,0.000,0.750,7.000,2.049,4.000
Non Linear increase,t21,11,5.207,0.000,3.000,1.000,9.256,4.000
Non Linear increase,t21,12,5.396,0.000,0.000,7.000,7.652,4.000
Non Linear increase,t21,13,5.570,0.000,0.000,8.000,5.221,4.000
Non Linear increase,t21,14,5.731,0.000,0.000,6.200,4.752,4.000
Non Linear increase,t21,15,5.880,0.000,0.000,6.400,4.232,4.000
Non Linear increase,t21,16,6.021,0.000,0.000,6.300,3.953,4.000
Non Linear increase,t21,17,6.152,0.000,0.000,6.200,3.905,4.000
Non Linear increase,t21,18,6.276,0.000,0.000,6.200,3.982,4.000
Non Linear increase,t21,19,6.394,0.000,0.000,6.350,4.025,4.000
Non Linear increase,t21,20,6.505,0.000,0.000,6.450,4.081,4.000
Non Linear increase,t21,21,6.611,0.000,0.000,7.000,3.692,4.000
Non Linear increase,t21,22,6.712,0.000,0.000,6.300,4.104,4.000
Non Linear increase,t21,23,6.809,0.000,0.000,6.700,4.212,4.000
Non Linear increase,t21,24,6.901,0.000,0.000,69.000,-57.886,4.000
Non Linear increase,t21,25,6.990,0.000,4.000,7.000,-53.897,4.000
Non Linear increase,t21,26,7.075,0.000,11.000,0.000,-35.822,4.000
Non Linear increase,t21,27,7.157,0.000,15.000,0.000,-13.665,4.000
Non Linear increase,t21,28,7.236,0.000,16.000,0.000,9.571,4.000
Non Linear increase,t21,29,7.312,0.000,0.000,2.000,14.883,4.000
Non Linear increase,t21,30,7.386,0.000,0.000,12.000,10.268,4.000
Non Linear increase,t21,31,7.457,0.000,0.000,13.500,4.225,4.000
Non Linear increase,t21,32,7.526,0.000,0.000,7.800,3.951,4.000
Non Linear increase,t21,33,7.593,0.000,0.000,7.650,3.893,4.000
Non Linear increase,t21,34,7.657,0.000,0.000,7.600,3.951,4.000
Non Linear increase,t21,35,7.720,0.000,0.000,7.660,4.011,4.000
Non Linear increase,t21,36,7.782,0.000,0.000,7.760,4.033,4.000
Non Linear increase,t21,37,7.841,0.000,0.000,7.900,3.974,4.000
Non Linear increase,t21,38,7.899,0.000,0.000,7.900,3.973,4.000
Non Linear increase,t21,39,7.955,0.000,0.000,7.920,4.008,4.000
Non Linear increase,t21,40,8.010,0.000,0.000,7.990,4.028,4.000
Non Linear increase,t21,41,8.064,0.000,0.000,8.070,4.022,4.000
Non Linear increase,t21,42,8.116,0.000,0.000,8.100,4.038,4.000
Non Linear increase,t21,43,8.167,0.000,0.000,8.200,4.006,4.000
Non Linear increase,t21,44,8.217,0.000,0.000,9.220,3.003,4.000
Non Linear increase,t21,45,8.266,0.000,0.000,7.250,4.019,4.000
Non Linear increase,t21,46,8.314,0.000,0.000,8.330,4.003,4.000
Non Linear increase,t21,47,8.360,0.000,0.000,8.360,4.003,4.000
Non Linear increase,t21,48,8.406,0.000,0.000,8.410,4.000,4.000
Non Linear increase,t21,49,8.451,0.000,0.000,8.460,3.991,4.000
Non Linear increase,t21,50,8.495,0.000,0.000,8.470,4.015,4.000
Non Linear increase,t21,51,8.538,0.000,0.000,8.530,4.023,4.000
Non Linear increase,t21,52,8.580,0.000,0.000,8.600,4.003,4.000
Non Linear increase,t21,53,8.621,0.000,0.000,8.630,3.995,4.000
Non Linear increase,t21,54,8.662,0.000,0.000,8.660,3.997,4.000
Non Linear increase,t21,55,8.702,0.000,0.000,8.700,3.998,4.000
Non Linear increase,t21,56,8.741,0.000,0.000,8.740,3.999,4.000
Non Linear increase,t21,57,8.779,0.000,0.000,8.780,3.999,4.000
Non Linear increase,t21,58,8.817,0.000,0.000,8.820,3.996,4.000
Non Linear increase,t21,59,8.854,0.000,0.000,8.860,3.990,4.000
Non Linear increase,t21,60,8.891,0.000,0.000,8.860,4.021,4.000
Non Linear increase,t21,61,8.927,0.000,0.000,8.940,4.008,4.000
Non Linear increase,t21,62,8.962,0.000,0.000,8.970,3.999,4.000
Non Linear increase,t21,63,8.997,0.000,0.000,9.000,3.996,4.000
Non Linear increase,t21,64,9.031,0.000,0.000,9.040,3.987,4.000
Non Linear increase,t21,65,9.065,0.000,0.000,9.600,3.452,4.000
Non Linear increase,t21,66,9.098,0.000,0.600,9.100,4.049,4.000
Non Linear increase,t21,67,9.130,0.000,0.000,9.200,3.980,4.000
Non Linear increase,t21,68,9.163,0.000,0.000,9.130,4.012,4.000
Non Linear increase,t21,69,9.194,0.000,0.000,9.200,4.007,4.000
Non Linear increase,t21,70,9.225,0.000,0.000,9.230,4.002,4.000
Non Linear increase,t21,71,9.256,0.000,0.000,9.260,3.998,4.000
Non Linear increase,t21,72,9.287,0.000,0.000,9.290,3.995,4.000
Non Linear increase,t21,73,9.317,0.000,0.000,9.320,3.992,4.000
Non Linear increase,t21,74,9.346,0.000,0.000,9.350,3.988,4.000
Non Linear increase,t21,75,9.375,0.000,0.000,9.370,3.993,4.000
Non Linear increase,t21,76,9.404,0.000,0.000,9.390,4.007,4.000
Non Linear increase,t21,77,9.432,0.000,0.000,9.430,4.010,4.000
Non Linear increase,t21,78,9.460,0.000,0.000,9.460,4.010,4.000
Non Linear increase,t21,79,9.488,0.000,0.000,9.490,4.008,4.000
Non Linear increase,t21,80,9.515,0.000,0.000,9.530,3.994,4.000
Non Linear increase,t21,81,9.542,0.000,0.000,9.550,3.986,4.000
Non Linear increase,t21,82,9.569,0.000,0.000,9.560,3.995,4.000
Non Linear increase,t21,83,9.595,0.000,0.000,9.600,3.991,4.000
Non Linear increase,t21,84,9.621,0.000,0.000,9.630,3.982,4.000
Non Linear increase,t21,85,9.647,0.000,0.000,9.650,3.979,4.000
Non Linear increase,t21,86,9.672,0.000,0.000,9.660,3.992,4.000
Non Linear increase,t21,87,9.698,0.000,0.000,9.700,3.989,4.000
Non Linear increase,t21,88,9.722,0.000,0.000,9.720,3.992,4.000
Non Linear increase,t21,89,9.747,0.000,0.000,9.740,3.998,4.000
Non Linear increase,t21,90,9.771,0.000,0.000,9.770,4.000,4.000
Non Linear increase,t21,91,9.795,0.000,0.000,9.790,4.005,4.000
Non Linear increase,t21,92,9.819,0.000,0.000,9.830,3.994,4.000
Non Linear increase,t21,93,9.842,0.000,0.000,9.840,3.996,4.000
Non Linear increase,t21,94,9.866,0.000,0.000,9.840,4.022,4.000
Non Linear increase,t21,95,9.889,0.000,0.000,9.890,4.020,4.000
Non Linear increase,t21,96,9.911,0.000,0.000,9.920,4.012,4.000
Non Linear increase,t21,97,9.934,0.000,0.000,9.930,4.016,4.000
Non Linear increase,t21,98,9.956,0.000,0.000,9.960,4.012,4.000
Non Linear increase,t21,99,9.978,0.000,0.000,9.990,4.000,4.000
Non Linear increase,t21,100,10.000,0.000,0.000,10.010,3.990,4.000
Non Linear increase,t23,1,0.000,0.000,2.000,1.000,3.000,4.000
Non Linear increase,t23,2,1.505,0.000,1.700,1.000,5.205,4.000
Non Linear increase,t23,3,2.386,0.000,0.000,1.000,6.591,4.000
Non Linear increase,t23,4,3.010,0.000,0.000,3.000,6.601,4.000
Non Linear increase,t23,5,3.495,0.000,0.000,6.000,4.096,4.000
Non Linear increase,t23,6,3.891,0.000,0.000,3.000,4.987,4.000
Non Linear increase,t23,7,4.225,0.000,0.000,4.000,5.212,4.000
Non Linear increase,t23,8,4.515,0.000,0.000,5.000,4.728,4.000
Non Linear increase,t23,9,4.771,0.000,0.000,6.000,3.499,4.000
Non Linear increase,t23,10,5.000,0.000,0.000,5.000,3.499,4.000
Non Linear increase,t23,11,5.207,0.000,0.000,5.300,3.406,4.000
Non Linear increase,t23,12,5.396,0.000,0.000,4.000,4.802,4.000
Non Linear increase,t23,13,5.570,0.000,0.000,4.600,5.771,4.000
Non Linear increase,t23,14,5.731,0.000,0.000,6.000,5.502,4.000
Non Linear increase,t23,15,5.880,0.000,0.000,7.000,4.382,4.000
Non Linear increase,t23,16,6.021,0.000,0.000,6.500,3.903,4.000
Non Linear increase,t23,17,6.152,0.000,0.000,5.300,4.755,4.000
Non Linear increase,t23,18,6.276,0.000,0.000,7.000,4.032,4.000
Non Linear increase,t23,19,6.394,0.000,0.000,6.300,4.125,4.000
Non Linear increase,t23,20,6.505,0.000,0.000,6.200,4.431,4.000
Non Linear increase,t23,21,6.611,0.000,0.000,6.700,4.342,4.000
Non Linear increase,t23,22,6.712,0.000,0.000,6.400,4.654,4.000
Non Linear increase,t23,23,6.809,0.000,0.000,6.700,4.762,4.000
Non Linear increase,t23,24,6.901,0.000,0.000,7.000,4.664,4.000
Non Linear increase,t23,25,6.990,0.000,0.000,7.100,4.553,4.000
Non Linear increase,t23,26,7.075,0.000,0.000,7.300,4.328,4.000
Non Linear increase,t23,27,7.157,0.000,0.000,7.400,4.085,4.000
Non Linear increase,t23,28,7.236,0.000,0.000,7.000,4.321,4.000
Non Linear increase,t23,29,7.312,0.000,0.000,7.200,4.433,4.000
Non Linear increase,t23,30,7.386,0.000,0.000,7.600,4.218,4.000
Non Linear increase,t23,31,7.457,0.000,0.000,7.600,4.075,4.000
Non Linear increase,t23,32,7.526,0.000,0.000,7.200,4.401,4.000
Non Linear increase,t23,33,7.593,0.000,0.000,7.400,4.593,4.000
Non Linear increase,t23,34,7.657,0.000,0.000,7.800,4.451,4.000
Non Linear increase,t23,35,7.720,0.000,0.000,8.000,4.171,4.000
Non Linear increase,t23,36,7.782,0.000,0.000,8.200,3.753,4.000
Non Linear increase,t23,37,7.841,0.000,0.000,7.900,3.694,4.000
Non Linear increase,t23,38,7.899,0.000,0.000,7.600,3.993,4.000
Non Linear increase,t23,39,7.955,0.000,0.000,7.200,4.748,4.000
Non Linear increase,t23,40,8.010,0.000,0.000,7.900,4.858,4.000
Non Linear increase,t23,41,8.064,0.000,0.000,8.400,4.522,4.000
Non Linear increase,t23,42,8.116,0.000,0.000,8.600,4.038,4.000
Non Linear increase,t23,43,8.167,0.000,0.000,8.000,4.206,4.000
Non Linear increase,t23,44,8.217,0.000,0.000,7.800,4.623,4.000
Non Linear increase,t23,45,8.266,0.000,0.000,8.100,4.789,4.000
Non Linear increase,t23,46,8.314,0.000,0.000,8.700,4.403,4.000
Non Linear increase,t23,47,8.360,0.000,0.000,8.500,4.263,4.000
Non Linear increase,t23,48,8.406,0.000,0.000,8.500,4.170,4.000
Non Linear increase,t23,49,8.451,0.000,0.000,8.500,4.121,4.000
Non Linear increase,t23,50,8.495,0.000,0.000,8.500,4.115,4.000
Non Linear increase,t23,51,8.538,0.000,0.000,8.530,4.123,4.000
Non Linear increase,t23,52,8.580,0.000,0.000,8.600,4.103,4.000
Non Linear increase,t23,53,8.621,0.000,0.000,8.600,4.125,4.000
Non Linear increase,t23,54,8.662,0.000,0.000,8.700,4.087,4.000
Non Linear increase,t23,55,8.702,0.000,0.000,8.600,4.188,4.000
Non Linear increase,t23,56,8.741,0.000,0.000,8.700,4.229,4.000
Non Linear increase,t23,57,8.779,0.000,0.000,9.000,4.009,4.000
Non Linear increase,t23,58,8.817,0.000,0.000,8.700,4.126,4.000
Non Linear increase,t23,59,8.854,0.000,0.000,8.900,4.080,4.000
Non Linear increase,t23,60,8.891,0.000,0.000,8.800,4.171,4.000
Non Linear increase,t23,61,8.927,0.000,0.000,8.900,4.198,4.000
Non Linear increase,t23,62,8.962,0.000,0.000,9.200,3.959,4.000
Non Linear increase,t23,63,8.997,0.000,0.000,9.000,3.956,4.000
Non Linear increase,t23,64,9.031,0.000,0.000,9.000,3.987,4.000
Non Linear increase,t23,65,9.065,0.000,0.000,9.000,4.052,4.000
Non Linear increase,t23,66,9.098,0.000,0.000,9.000,4.149,4.000
Non Linear increase,t23,67,9.130,0.000,0.000,9.200,4.080,4.000
Non Linear increase,t23,68,9.163,0.000,0.000,9.200,4.042,4.000
Non Linear increase,t23,69,9.194,0.000,0.000,9.200,4.037,4.000
Non Linear increase,t23,70,9.225,0.000,0.000,9.200,4.062,4.000
Non Linear increase,t23,71,9.256,0.000,0.000,9.210,4.108,4.000
Non Linear increase,t23,72,9.287,0.000,0.000,9.250,4.145,4.000
Non Linear increase,t23,73,9.317,0.000,0.000,9.500,3.962,4.000
Non Linear increase,t23,74,9.346,0.000,0.000,9.500,3.808,4.000
Non Linear increase,t23,75,9.375,0.000,0.000,9.400,3.783,4.000
Non Linear increase,t23,76,9.404,0.000,0.000,9.600,3.587,4.000
Non Linear increase,t23,77,9.432,0.000,0.000,9.000,4.020,4.000
Non Linear increase,t23,78,9.460,0.000,0.000,9.000,4.480,4.000
Non Linear increase,t23,79,9.488,0.000,0.000,9.400,4.568,4.000
Non Linear increase,t23,80,9.515,0.000,0.000,9.800,4.284,4.000
Non Linear increase,t23,81,9.542,0.000,0.000,9.700,4.126,4.000
Non Linear increase,t23,82,9.569,0.000,0.000,9.750,3.945,4.000
Non Linear increase,t23,83,9.595,0.000,0.000,9.700,3.841,4.000
Non Linear increase,t23,84,9.621,0.000,0.000,9.500,3.962,4.000
Non Linear increase,t23,85,9.647,0.000,0.000,9.600,4.009,4.000
Non Linear increase,t23,86,9.672,0.000,0.000,9.600,4.082,4.000
Non Linear increase,t23,87,9.698,0.000,0.000,9.700,4.079,4.000
Non Linear increase,t23,88,9.722,0.000,0.000,9.700,4.102,4.000
Non Linear increase,t23,89,9.747,0.000,0.000,9.800,4.048,4.000
Non Linear increase,t23,90,9.771,0.000,0.000,9.800,4.020,4.000
Non Linear increase,t23,91,9.795,0.000,0.000,9.820,3.995,4.000
Non Linear increase,t23,92,9.819,0.000,0.000,9.800,4.014,4.000
Non Linear increase,t23,93,9.842,0.000,0.000,9.830,4.026,4.000
Non Linear increase,t23,94,9.866,0.000,0.000,9.840,4.052,4.000
Non Linear increase,t23,95,9.889,0.000,0.000,9.880,4.060,4.000
Non Linear increase,t23,96,9.911,0.000,0.000,9.900,4.072,4.000
Non Linear increase,t23,97,9.934,0.000,0.000,10.200,3.806,4.000
Non Linear increase,t23,98,9.956,0.000,0.000,9.900,3.862,4.000
Non Linear increase,t23,99,9.978,0.000,0.000,9.900,3.940,4.000
Non Linear increase,t23,100,10.000,0.000,0.000,10.000,3.940,4.000
Non Linear increase,t25,1,0.000,0.000,3.000,1.000,4.000,4.000
Non Linear increase,t25,2,1.505,0.000,1.000,1.000,5.505,4.000
Non Linear increase,t25,3,2.386,0.000,0.000,1.000,6.891,4.000
Non Linear increase,t25,4,3.010,0.000,0.000,3.000,6.901,4.000
Non Linear increase,t25,5,3.495,0.000,0.000,4.000,6.396,4.000
Non Linear increase,t25,6,3.891,0.000,4.000,0.000,14.287,4.000
Non Linear increase,t25,7,4.225,0.000,0.000,10.000,8.512,4.000
Non Linear increase,t25,8,4.515,0.000,0.000,5.000,8.028,4.000
Non Linear increase,t25,9,4.771,0.000,0.000,4.000,8.799,4.000
Non Linear increase,t25,10,5.000,0.000,0.000,4.800,8.999,4.000
Non Linear increase,t25,11,5.207,0.000,0.000,9.000,5.206,4.000
Non Linear increase,t25,12,5.396,0.000,0.000,1.000,9.602,4.000
Non Linear increase,t25,13,5.570,0.000,0.000,9.000,6.171,4.000
Non Linear increase,t25,14,5.731,0.000,0.000,3.000,8.902,4.000
Non Linear increase,t25,15,5.880,0.000,0.000,9.000,5.782,4.000
Non Linear increase,t25,16,6.021,0.000,0.000,3.000,8.803,4.000
Non Linear increase,t25,17,6.152,0.000,0.000,11.000,3.955,4.000
Non Linear increase,t25,18,6.276,0.000,1.000,0.000,11.232,4.000
Non Linear increase,t25,19,6.394,0.000,0.000,12.000,5.625,4.000
Non Linear increase,t25,20,6.505,0.000,0.000,6.000,6.131,4.000
Non Linear increase,t25,21,6.611,0.000,0.000,7.000,5.742,4.000
Non Linear increase,t25,22,6.712,0.000,0.000,6.000,6.454,4.000
Non Linear increase,t25,23,6.809,0.000,0.000,7.000,6.262,4.000
Non Linear increase,t25,24,6.901,0.000,0.000,7.000,6.164,4.000
Non Linear increase,t25,25,6.990,0.000,0.000,9.000,4.153,4.000
Non Linear increase,t25,26,7.075,0.000,0.000,0.150,11.078,4.000
Non Linear increase,t25,27,7.157,0.000,0.000,12.000,6.235,4.000
Non Linear increase,t25,28,7.236,0.000,0.000,9.000,4.471,4.000
Non Linear increase,t25,29,7.312,0.000,0.000,5.000,6.783,4.000
Non Linear increase,t25,30,7.386,0.000,0.000,9.000,5.168,4.000
Non Linear increase,t25,31,7.457,0.000,1.000,9.000,4.625,4.000
Non Linear increase,t25,32,7.526,0.000,1.000,8.000,5.151,4.000
Non Linear increase,t25,33,7.593,0.000,1.000,10.000,3.743,4.000
Non Linear increase,t25,34,7.657,0.000,0.000,0.000,11.401,4.000
Non Linear increase,t25,35,7.720,0.000,1.000,12.000,8.121,4.000
Non Linear increase,t25,36,7.782,0.000,0.000,12.000,3.903,4.000
Non Linear increase,t25,37,7.841,0.000,0.000,1.000,10.744,4.000
Non Linear increase,t25,38,7.899,0.000,0.000,12.000,6.643,4.000
Non Linear increase,t25,39,7.955,0.000,0.000,10.000,4.598,4.000
Non Linear increase,t25,40,8.010,0.000,0.000,5.000,7.608,4.000
Non Linear increase,t25,41,8.064,0.000,0.000,9.000,6.672,4.000
Non Linear increase,t25,42,8.116,0.000,0.000,12.000,2.788,4.000
Non Linear increase,t25,43,8.167,0.000,1.000,0.000,11.956,4.000
Non Linear increase,t25,44,8.217,0.000,0.000,12.000,8.173,4.000
Non Linear increase,t25,45,8.266,0.000,0.000,12.000,4.439,4.000
Non Linear increase,t25,46,8.314,0.000,0.000,0.220,12.533,4.000
Non Linear increase,t25,47,8.360,0.000,1.000,12.000,9.893,4.000
Non Linear increase,t25,48,8.406,0.000,0.000,12.000,6.300,4.000
Non Linear increase,t25,49,8.451,0.000,0.000,12.000,2.751,4.000
Non Linear increase,t25,50,8.495,0.000,1.000,0.000,12.245,4.000
Non Linear increase,t25,51,8.538,0.000,0.000,15.000,5.783,4.000
Non Linear increase,t25,52,8.580,0.000,4.000,0.000,18.363,4.000
Non Linear increase,t25,53,8.621,0.000,0.000,20.000,6.985,4.000
Non Linear increase,t25,54,8.662,0.000,0.000,9.000,6.647,4.000
Non Linear increase,t25,55,8.702,0.000,0.000,7.000,8.348,4.000
Non Linear increase,t25,56,8.741,0.000,0.000,9.000,8.089,4.000
Non Linear increase,t25,57,8.779,0.000,0.000,10.000,6.869,4.000
Non Linear increase,t25,58,8.817,0.000,0.000,16.000,-0.314,4.000
Non Linear increase,t25,59,8.854,0.000,4.000,0.000,12.540,4.000
Non Linear increase,t25,60,8.891,0.000,0.000,3.000,18.431,4.000
Non Linear increase,t25,61,8.927,0.000,0.000,15.000,12.358,4.000
Non Linear increase,t25,62,8.962,0.000,0.000,12.000,9.319,4.000
Non Linear increase,t25,63,8.997,0.000,0.000,5.000,13.316,4.000
Non Linear increase,t25,64,9.031,0.000,0.000,9.000,13.347,4.000
Non Linear increase,t25,65,9.065,0.000,0.000,10.000,12.412,4.000
Non Linear increase,t25,66,9.098,0.000,1.000,12.000,10.509,4.000
Non Linear increase,t25,67,9.130,0.000,3.000,10.000,12.640,4.000
Non Linear increase,t25,68,9.163,0.000,0.000,15.000,6.802,4.000
Non Linear increase,t25,69,9.194,0.000,0.000,13.000,2.997,4.000
Non Linear increase,t25,70,9.225,0.000,0.000,1.000,11.222,4.000
Non Linear increase,t25,71,9.256,0.000,0.000,16.000,4.478,4.000
Non Linear increase,t25,72,9.287,0.000,0.000,2.000,11.765,4.000
Non Linear increase,t25,73,9.317,0.000,0.000,16.000,5.082,4.000
Non Linear increase,t25,74,9.346,0.000,0.000,1.000,13.428,4.000
Non Linear increase,t25,75,9.375,0.000,0.000,14.000,8.803,4.000
Non Linear increase,t25,76,9.404,0.000,0.000,9.000,9.207,4.000
Non Linear increase,t25,77,9.432,0.000,0.000,10.000,8.640,4.000
Non Linear increase,t25,78,9.460,0.000,0.000,12.000,6.100,4.000
Non Linear increase,t25,79,9.488,0.000,0.000,1.000,14.588,4.000
Non Linear increase,t25,80,9.515,0.000,1.000,0.000,25.104,4.000
Non Linear increase,t25,81,9.542,0.000,0.000,25.000,9.646,4.000
Non Linear increase,t25,82,9.569,0.000,0.000,13.000,6.215,4.000
Non Linear increase,t25,83,9.595,0.000,0.000,4.000,11.811,4.000
Non Linear increase,t25,84,9.621,0.000,0.000,18.000,3.432,4.000
Non Linear increase,t25,85,9.647,0.000,0.000,5.000,8.079,4.000
Non Linear increase,t25,86,9.672,0.000,0.000,4.000,13.752,4.000
Non Linear increase,t25,87,9.698,0.000,0.000,16.000,7.449,4.000
Non Linear increase,t25,88,9.722,0.000,0.000,16.000,1.172,4.000
Non Linear increase,t25,89,9.747,0.000,0.000,0.000,10.918,4.000
Non Linear increase,t25,90,9.771,0.000,0.000,13.000,7.690,4.000
Non Linear increase,t25,91,9.795,0.000,0.000,13.000,4.485,4.000
Non Linear increase,t25,92,9.819,0.000,0.000,4.000,10.304,4.000
Non Linear increase,t25,93,9.842,0.000,0.000,13.000,7.146,4.000
Non Linear increase,t25,94,9.866,0.000,0.000,10.000,7.012,4.000
Non Linear increase,t25,95,9.889,0.000,0.000,16.000,0.900,4.000
Non Linear increase,t25,96,9.911,0.000,0.000,5.000,5.812,4.000
Non Linear increase,t25,97,9.934,0.000,0.000,5.000,10.746,4.000
Non Linear increase,t25,98,9.956,0.000,0.000,17.000,3.702,4.000
Non Linear increase,t25,99,9.978,0.000,0.000,5.000,8.680,4.000
Non Linear increase,t25,100,10.000,0.000,0.000,8.000,10.680,4.000
Non Linear increase,t27,1,0.000,0.000,3.000,1.000,4.000,4.000
Non Linear increase,t27,2,1.505,0.000,2.000,1.750,5.755,4.000
Non Linear increase,t27,3,2.386,0.000,1.000,2.000,7.141,4.000
Non Linear increase,t27,4,3.010,0.000,1.000,4.000,7.151,4.000
Non Linear increase,t27,5,3.495,0.000,0.000,3.000,7.646,4.000
Non Linear increase,t27,6,3.891,0.000,0.000,4.000,7.537,4.000
Non Linear increase,t27,7,4.225,0.000,0.000,8.000,3.762,4.000
Non Linear increase,t27,8,4.515,0.000,1.250,1.000,8.528,4.000
Non Linear increase,t27,9,4.771,0.000,0.000,8.000,5.299,4.000
Non Linear increase,t27,10,5.000,0.000,0.000,6.000,4.299,4.000
Non Linear increase,t27,11,5.207,0.000,0.000,5.200,4.306,4.000
Non Linear increase,t27,12,5.396,0.000,0.000,5.400,4.302,4.000
Non Linear increase,t27,13,5.570,0.000,0.000,5.650,4.221,4.000
Non Linear increase,t27,14,5.731,0.000,0.000,5.750,4.202,4.000
Non Linear increase,t27,15,5.880,0.000,0.000,6.000,4.082,4.000
Non Linear increase,t27,16,6.021,0.000,0.000,6.000,4.103,4.000
Non Linear increase,t27,17,6.152,0.000,0.000,6.200,4.055,4.000
Non Linear increase,t27,18,6.276,0.000,0.000,6.400,3.932,4.000
Non Linear increase,t27,19,6.394,0.000,0.000,6.550,3.775,4.000
Non Linear increase,t27,20,6.505,0.000,0.000,6.100,4.181,4.000
Non Linear increase,t27,21,6.611,0.000,0.000,6.700,4.092,4.000
Non Linear increase,t27,22,6.712,0.000,0.000,6.850,3.954,4.000
Non Linear increase,t27,23,6.809,0.000,0.000,6.700,4.062,4.000
Non Linear increase,t27,24,6.901,0.000,0.000,6.700,4.264,4.000
Non Linear increase,t27,25,6.990,0.000,0.000,7.100,4.153,4.000
Non Linear increase,t27,26,7.075,0.000,0.000,7.300,3.928,4.000
Non Linear increase,t27,27,7.157,0.000,0.000,7.160,3.925,4.000
Non Linear increase,t27,28,7.236,0.000,0.000,7.260,3.901,4.000
Non Linear increase,t27,29,7.312,0.000,0.000,7.280,3.933,4.000
Non Linear increase,t27,30,7.386,0.000,0.000,7.350,3.968,4.000
Non Linear increase,t27,31,7.457,0.000,0.000,7.460,3.965,4.000
Non Linear increase,t27,32,7.526,0.000,0.000,7.510,3.981,4.000
Non Linear increase,t27,33,7.593,0.000,0.000,7.590,3.983,4.000
Non Linear increase,t27,34,7.657,0.000,0.000,7.660,3.981,4.000
Non Linear increase,t27,35,7.720,0.000,0.000,7.740,3.961,4.000
Non Linear increase,t27,36,7.782,0.000,0.000,7.800,3.943,4.000
Non Linear increase,t27,37,7.841,0.000,0.000,7.820,3.964,4.000
Non Linear increase,t27,38,7.899,0.000,0.000,7.890,3.973,4.000
Non Linear increase,t27,39,7.955,0.000,0.000,7.960,3.968,4.000
Non Linear increase,t27,40,8.010,0.000,0.000,8.030,3.948,4.000
Non Linear increase,t27,41,8.064,0.000,0.000,8.050,3.962,4.000
Non Linear increase,t27,42,8.116,0.000,0.000,8.100,3.978,4.000
Non Linear increase,t27,43,8.167,0.000,0.000,8.180,3.966,4.000
Non Linear increase,t27,44,8.217,0.000,0.000,8.240,3.943,4.000
Non Linear increase,t27,45,8.266,0.000,0.000,8.240,3.969,4.000
Non Linear increase,t27,46,8.314,0.000,0.000,8.320,3.963,4.000
Non Linear increase,t27,47,8.360,0.000,0.000,8.360,3.963,4.000
Non Linear increase,t27,48,8.406,0.000,0.000,8.420,3.950,4.000
Non Linear increase,t27,49,8.451,0.000,0.000,8.450,3.951,4.000
Non Linear increase,t27,50,8.495,0.000,0.000,8.490,3.955,4.000
Non Linear increase,t27,51,8.538,0.000,0.000,8.530,3.963,4.000
Non Linear increase,t27,52,8.580,0.000,0.000,8.570,3.973,4.000
Non Linear increase,t27,53,8.621,0.000,0.000,8.620,3.975,4.000
Non Linear increase,t27,54,8.662,0.000,0.000,8.660,3.977,4.000
Non Linear increase,t27,55,8.702,0.000,0.000,8.700,3.978,4.000
Non Linear increase,t27,56,8.741,0.000,0.000,8.740,3.979,4.000
Non Linear increase,t27,57,8.779,0.000,0.000,8.780,3.979,4.000
Non Linear increase,t27,58,8.817,0.000,0.000,8.820,3.976,4.000
Non Linear increase,t27,59,8.854,0.000,0.000,8.860,3.970,4.000
